0.0 100.0
1.0 0.0125
2.0 0.0375
3.0 0.0625
4.0 0.0875
5.0 0.1125
6.0 0.1375
7.0 0.1625
8.0 0.1875
9.0 0.2125
10.0 0.2375
11.0 0.2625
12.0 0.2875
13.0 0.3125
14.0 0.3375
15.0 0.3625
16.0 0.3875
17.0 0.4125
18.0 0.4375
19.0 0.4625
20.0 0.4875
21.0 0.5125
22.0 0.5375
23.0 0.5625
24.0 0.5875
25.0 0.6125
26.0 0.6375
27.0 0.6625
28.0 0.6875
29.0 0.7125
30.0 0.7375
31.0 0.7625
32.0 0.7875
33.0 0.8125
34.0 0.8375
35.0 0.8625
36.0 0.8875
37.0 0.9125
38.0 0.9375
39.0 0.9625
40.0 0.9875
41.0 1.0125
42.0 1.0375
43.0 1.0625
44.0 1.0875
45.0 1.1125
46.0 1.1375
47.0 1.1625
48.0 1.1875
49.0 1.2125
50.0 1.2375
51.0 1.2625
52.0 1.2875
53.0 1.3125
54.0 1.3375
55.0 1.3625
56.0 1.3875
57.0 1.4125
58.0 1.4375
59.0 1.4625
60.0 1.4875
61.0 1.5125
62.0 1.5375
63.0 1.5625
64.0 1.5875
65.0 1.6125
66.0 1.6375
67.0 1.6625
68.0 1.6875
69.0 1.7125
70.0 1.7375
71.0 1.7625
72.0 1.7875
73.0 1.8125
74.0 1.8375
75.0 1.8625
76.0 1.8875
77.0 1.9125
78.0 1.9375
79.0 1.9625
80.0 1.9875
81.0 2.0125
82.0 2.0375
83.0 2.0625
84.0 2.0875
85.0 2.1125
86.0 2.1375
87.0 2.1625
88.0 2.1875
89.0 2.2125
90.0 2.2375
91.0 2.2625
92.0 2.2875
93.0 2.3125
94.0 2.3375
95.0 2.3625
96.0 2.3875
97.0 2.4125
98.0 2.4375
99.0 2.4625
100.0 2.4875
200.0 100.0
300.0 100.0
400.0 100.0
500.0 100.0
600.0 100.0
700.0 100.0
800.0 100.0
900.0 100.0
1000.0 100.0
1100.0 100.0
1200.0 100.0
1300.0 100.0
1400.0 100.0
1500.0 100.0
1600.0 100.0
1700.0 100.0
1800.0 100.0
1900.0 100.0
2000.0 100.0
2100.0 100.0
2200.0 100.0
2300.0 100.0
2400.0 100.0
2500.0 100.0
2600.0 100.0
2700.0 100.0
2800.0 100.0
2900.0 100.0
3000.0 100.0
3100.0 100.0
3200.0 100.0
3300.0 100.0
3400.0 100.0
3500.0 100.0
3600.0 100.0
3700.0 100.0
3800.0 100.0
3900.0 100.0
4000.0 100.0
4100.0 100.0
4200.0 100.0
4300.0 100.0
4400.0 100.0
4500.0 100.0
4600.0 100.0
4700.0 100.0
4800.0 100.0
4900.0 100.0
5000.0 100.0
5100.0 100.0
5200.0 100.0
5300.0 100.0
5400.0 100.0
5500.0 100.0
5600.0 100.0
5700.0 100.0
5800.0 100.0
5900.0 100.0
6000.0 100.0
6100.0 100.0
6200.0 100.0
6300.0 100.0
6400.0 100.0
6500.0 100.0
6600.0 100.0
6700.0 100.0
6800.0 100.0
6900.0 100.0
7000.0 100.0
7100.0 100.0
7200.0 100.0
7300.0 100.0
7400.0 100.0
7500.0 100.0
7600.0 100.0
7700.0 100.0
7800.0 100.0
7900.0 100.0
8000.0 100.0
8100.0 100.0
8200.0 100.0
8300.0 100.0
8400.0 100.0
8500.0 100.0
8600.0 100.0
8700.0 100.0
8800.0 100.0
8900.0 100.0
9000.0 100.0
9100.0 100.0
9200.0 100.0
9300.0 100.0
9400.0 100.0
9500.0 100.0
9600.0 100.0
9700.0 100.0
9800.0 100.0
9900.0 100.0
10000.0 100.0
10100.0 100.0
10200.0 100.0
10300.0 100.0
10400.0 100.0
10500.0 100.0
10600.0 100.0
10700.0 100.0
10800.0 100.0
10900.0 100.0
11000.0 100.0
11100.0 100.0
11200.0 100.0
11300.0 100.0
11400.0 100.0
11500.0 100.0
11600.0 100.0
11700.0 100.0
11800.0 100.0
11900.0 100.0
12000.0 100.0
12100.0 100.0
12200.0 100.0
12300.0 100.0
12400.0 100.0
12500.0 100.0
12600.0 100.0
12700.0 100.0
12800.0 100.0
12900.0 100.0
13000.0 100.0
13100.0 100.0
13200.0 100.0
13300.0 100.0
13400.0 100.0
13500.0 100.0
13600.0 100.0
13700.0 100.0
13800.0 100.0
13900.0 100.0
14000.0 100.0
14100.0 100.0
14200.0 100.0
14300.0 100.0
14400.0 100.0
14500.0 100.0
14600.0 100.0
